yyyymmdd,team,oppt,is_home
20150628,ARI,SD,0
20150629,ARI,LAD,1
20150630,ARI,LAD,1
20150701,ARI,LAD,1
20150702,ARI,COL,1
20150703,ARI,COL,1
20150704,ARI,COL,1
20150705,ARI,COL,1
20150706,ARI,,
20150707,ARI,TEX,0
20150708,ARI,TEX,0
20150709,ARI,,
20150710,ARI,NYM,0
20150711,ARI,NYM,0
20150712,ARI,NYM,0
20150713,ARI,,
20150714,ARI,,
20150715,ARI,,
20150716,ARI,,
20150717,ARI,SF,1
20150718,ARI,SF,1
20150719,ARI,SF,1
20150720,ARI,MIA,1
20150721,ARI,MIA,1
20150722,ARI,MIA,1
20150723,ARI,MIL,1
20150724,ARI,MIL,1
20150725,ARI,MIL,1
20150726,ARI,MIL,1
20150727,ARI,SEA,0
20150728,ARI,SEA,0
20150729,ARI,SEA,0
20150730,ARI,,
20150731,ARI,HOU,0
20150801,ARI,HOU,0
20150802,ARI,HOU,0
20150803,ARI,WSH,0
20150804,ARI,WSH,0
20150805,ARI,WSH,0
20150806,ARI,WSH,0
20150807,ARI,CIN,1
20150808,ARI,CIN,1
20150809,ARI,CIN,1
20150810,ARI,PHI,1
20150811,ARI,PHI,1
20150812,ARI,PHI,1
20150813,ARI,,
20150814,ARI,ATL,0
20150815,ARI,ATL,0
20150816,ARI,ATL,0
20150817,ARI,PIT,0
20150818,ARI,PIT,0
20150819,ARI,PIT,0
20150820,ARI,CIN,0
20150821,ARI,CIN,0
20150822,ARI,CIN,0
20150823,ARI,CIN,0
20150824,ARI,STL,1
20150825,ARI,STL,1
20150826,ARI,STL,1
20150827,ARI,STL,1
20150828,ARI,OAK,1
20150829,ARI,OAK,1
20150830,ARI,OAK,1
20150831,ARI,COL,0
20150901,ARI,COL,0
20150902,ARI,COL,0
20150903,ARI,,
20150904,ARI,CHC,0
20150905,ARI,CHC,0
20150906,ARI,CHC,0
20150907,ARI,SF,1
20150908,ARI,SF,1
20150909,ARI,SF,1
20150910,ARI,,
20150911,ARI,LAD,1
20150912,ARI,LAD,1
20150913,ARI,LAD,1
20150914,ARI,SD,1
20150915,ARI,SD,1
20150916,ARI,SD,1
20150917,ARI,,
20150918,ARI,SF,0
20150919,ARI,SF,0
20150920,ARI,SF,0
20150921,ARI,LAD,0
20150922,ARI,LAD,0
20150923,ARI,LAD,0
20150924,ARI,LAD,0
20150925,ARI,SD,0
20150926,ARI,SD,0
20150927,ARI,SD,0
20150928,ARI,,
20150929,ARI,COL,1
20150930,ARI,COL,1
20151001,ARI,COL,1
20151002,ARI,HOU,1
20151003,ARI,HOU,1
20151004,ARI,HOU,1
20150405,ATL,,
20150406,ATL,MIA,0
20150407,ATL,MIA,0
20150408,ATL,MIA,0
20150409,ATL,,
20150410,ATL,NYM,1
20150411,ATL,NYM,1
20150412,ATL,NYM,1
20150413,ATL,MIA,1
20150414,ATL,MIA,1
20150415,ATL,MIA,1
20150416,ATL,,
20150417,ATL,TOR,0
20150418,ATL,TOR,0
20150419,ATL,TOR,0
20150420,ATL,,
20150421,ATL,NYM,0
20150422,ATL,NYM,0
20150423,ATL,NYM,0
20150424,ATL,PHI,0
20150425,ATL,PHI,0
20150426,ATL,PHI,0
20150427,ATL,WSH,1
20150428,ATL,WSH,1
20150429,ATL,WSH,1
20150430,ATL,CIN,1
20150501,ATL,CIN,1
20150502,ATL,CIN,1
20150503,ATL,CIN,1
20150504,ATL,PHI,1
20150505,ATL,PHI,1
20150506,ATL,PHI,1
20150507,ATL,,
20150508,ATL,WSH,0
20150509,ATL,WSH,0
20150510,ATL,WSH,0
20150511,ATL,CIN,0
20150512,ATL,CIN,0
20150513,ATL,CIN,0
20150514,ATL,,
20150515,ATL,MIA,0
20150516,ATL,MIA,0
20150517,ATL,MIA,0
20150518,ATL,,
20150519,ATL,TB,1
20150520,ATL,TB,1
20150521,ATL,MIL,1
20150522,ATL,MIL,1
20150523,ATL,MIL,1
20150524,ATL,MIL,1
20150525,ATL,LAD,0
20150526,ATL,LAD,0
20150527,ATL,LAD,0
20150528,ATL,SF,0
20150529,ATL,SF,0
20150530,ATL,SF,0
20150531,ATL,SF,0
20150601,ATL,ARI,0
20150602,ATL,ARI,0
20150603,ATL,ARI,0
20150604,ATL,,
20150605,ATL,PIT,1
20150606,ATL,PIT,1
20150607,ATL,PIT,1
20150608,ATL,SD,1
20150609,ATL,SD,1
20150610,ATL,SD,1
20150611,ATL,SD,1
20150612,ATL,NYM,0
20150613,ATL,NYM,0
20150614,ATL,NYM,0
20150615,ATL,BOS,0
20150616,ATL,BOS,0
20150617,ATL,BOS,1
20150618,ATL,BOS,1
20150619,ATL,NYM,1
20150620,ATL,NYM,1
20150621,ATL,NYM,1
20150622,ATL,,
20150623,ATL,WSH,0
20150624,ATL,WSH,0
20150625,ATL,WSH,0
20150626,ATL,PIT,0
20150627,ATL,PIT,0
20150628,ATL,PIT,0
20150629,ATL,,
20150630,ATL,WSH,1
20150701,ATL,WSH,1
20150702,ATL,WSH,1
20150703,ATL,PHI,1
20150704,ATL,PHI,1
20150705,ATL,PHI,1
20150706,ATL,MIL,0
20150707,ATL,MIL,0
20150708,ATL,MIL,0
20150709,ATL,COL,0
20150710,ATL,COL,0
20150711,ATL,COL,0
20150712,ATL,COL,0
20150713,ATL,,
20150714,ATL,,
20150715,ATL,,
20150716,ATL,,
20150717,ATL,CHC,1
20150718,ATL,CHC,1
20150719,ATL,CHC,1
20150720,ATL,LAD,1
20150721,ATL,LAD,1
20150722,ATL,LAD,1
20150723,ATL,,
20150724,ATL,STL,0
20150725,ATL,STL,0
20150726,ATL,STL,0
20150727,ATL,BAL,0
20150728,ATL,BAL,0
20150729,ATL,BAL,0
20150730,ATL,PHI,0
20150731,ATL,PHI,0
20150801,ATL,PHI,0
20150802,ATL,PHI,0
20150803,ATL,SF,1
20150804,ATL,SF,1
20150805,ATL,SF,1
20150806,ATL,MIA,1
20150807,ATL,MIA,1
20150808,ATL,MIA,1
20150809,ATL,MIA,1
20150810,ATL,,
20150811,ATL,TB,0
20150812,ATL,TB,0
20150813,ATL,,
20150814,ATL,ARI,1
20150815,ATL,ARI,1
20150816,ATL,ARI,1
20150817,ATL,SD,0
20150818,ATL,SD,0
20150819,ATL,SD,0
20150820,ATL,CHC,0
20150821,ATL,CHC,0
20150822,ATL,CHC,0
20150823,ATL,CHC,0
20150824,ATL,COL,1
20150825,ATL,COL,1
20150826,ATL,COL,1
20150827,ATL,,
20150828,ATL,NYY,1
20150829,ATL,NYY,1
20150830,ATL,NYY,1
20150831,ATL,MIA,1
20150901,ATL,MIA,1
20150902,ATL,MIA,1
20150903,ATL,WSH,0
20150904,ATL,WSH,0
20150905,ATL,WSH,0
20150906,ATL,WSH,0
20150907,ATL,PHI,0
20150908,ATL,PHI,0
20150909,ATL,PHI,0
20150910,ATL,NYM,1
20150911,ATL,NYM,1
20150912,ATL,NYM,1
20150913,ATL,NYM,1
20150914,ATL,,
20150915,ATL,TOR,1
20150916,ATL,TOR,1
20150917,ATL,TOR,1
20150918,ATL,PHI,1
20150919,ATL,PHI,1
20150920,ATL,PHI,1
20150921,ATL,NYM,0
20150922,ATL,NYM,0
20150923,ATL,NYM,0
20150924,ATL,,
20150925,ATL,MIA,0
20150926,ATL,MIA,0
20150927,ATL,MIA,0
20150928,ATL,,
20150929,ATL,WSH,1
20150930,ATL,WSH,1
20151001,ATL,WSH,1
20151002,ATL,STL,1
20151003,ATL,STL,1
20151004,ATL,STL,1
20150405,CHC,STL,1
20150406,CHC,,
20150407,CHC,STL,1
20150408,CHC,STL,1
20150409,CHC,,
20150410,CHC,COL,0
20150411,CHC,COL,0
20150412,CHC,COL,0
20150413,CHC,CIN,1
20150414,CHC,CIN,1
20150415,CHC,CIN,1
20150416,CHC,,
20150417,CHC,SD,1
20150418,CHC,SD,1
20150419,CHC,SD,1
20150420,CHC,PIT,0
20150421,CHC,PIT,0
20150422,CHC,PIT,0
20150423,CHC,PIT,0
20150424,CHC,CIN,0
20150425,CHC,CIN,0
20150426,CHC,CIN,0
20150427,CHC,PIT,1
20150428,CHC,PIT,1
20150429,CHC,PIT,1
20150430,CHC,,
20150501,CHC,MIL,1
20150502,CHC,MIL,1
20150503,CHC,MIL,1
20150504,CHC,STL,0
20150505,CHC,STL,0
20150506,CHC,STL,0
20150507,CHC,STL,0
20150508,CHC,MIL,0
20150509,CHC,MIL,0
20150510,CHC,MIL,0
20150511,CHC,NYM,1
20150512,CHC,NYM,1
20150513,CHC,NYM,1
20150514,CHC,NYM,1
20150515,CHC,PIT,1
20150516,CHC,PIT,1
20150517,CHC,PIT,1
20150518,CHC,,
20150519,CHC,SD,0
20150520,CHC,SD,0
20150521,CHC,SD,0
20150522,CHC,ARI,0
20150523,CHC,ARI,0
20150524,CHC,ARI,0
20150525,CHC,WSH,1
20150526,CHC,WSH,1
20150527,CHC,WSH,1
20150528,CHC,,
20150529,CHC,KC,1
20150530,CHC,KC,1
20150531,CHC,KC,1
20150601,CHC,MIA,0
20150602,CHC,MIA,0
20150603,CHC,MIA,0
20150604,CHC,WSH,0
20150605,CHC,WSH,0
20150606,CHC,WSH,0
20150607,CHC,WSH,0
20150608,CHC,,
20150609,CHC,DET,0
20150610,CHC,DET,0
20150611,CHC,CIN,1
20150612,CHC,CIN,1
20150613,CHC,CIN,1
20150614,CHC,CIN,1
20150615,CHC,CLE,1
20150616,CHC,CLE,1
20150617,CHC,CLE,0
20150618,CHC,CLE,0
20150619,CHC,MIN,0
20150620,CHC,MIN,0
20150621,CHC,MIN,0
20150622,CHC,LAD,1
20150623,CHC,LAD,1
20150624,CHC,LAD,1
20150625,CHC,LAD,1
20150626,CHC,STL,0
20150627,CHC,STL,0
20150628,CHC,STL,0
20150629,CHC,,
20150630,CHC,NYM,0
20150701,CHC,NYM,0
20150702,CHC,NYM,0
20150703,CHC,MIA,1
20150704,CHC,MIA,1
20150705,CHC,MIA,1
20150706,CHC,STL,1
20150707,CHC,STL,1
20150708,CHC,STL,1
20150709,CHC,,
20150710,CHC,CWS,1
20150711,CHC,CWS,1
20150712,CHC,CWS,1
20150713,CHC,,
20150714,CHC,,
20150715,CHC,,
20150716,CHC,,
20150717,CHC,ATL,0
20150718,CHC,ATL,0
20150719,CHC,ATL,0
20150720,CHC,CIN,0
20150721,CHC,CIN,0
20150722,CHC,CIN,0
20150723,CHC,,
20150724,CHC,PHI,1
20150725,CHC,PHI,1
20150726,CHC,PHI,1
20150727,CHC,COL,1
20150728,CHC,COL,1
20150729,CHC,COL,1
20150730,CHC,MIL,0
20150731,CHC,MIL,0
20150801,CHC,MIL,0
20150802,CHC,MIL,0
20150803,CHC,PIT,0
20150804,CHC,PIT,0
20150805,CHC,PIT,0
20150806,CHC,SF,1
20150807,CHC,SF,1
20150808,CHC,SF,1
20150809,CHC,SF,1
20150810,CHC,,
20150811,CHC,MIL,1
20150812,CHC,MIL,1
20150813,CHC,MIL,1
20150814,CHC,CWS,0
20150815,CHC,CWS,0
20150816,CHC,CWS,0
20150817,CHC,,
20150818,CHC,DET,1
20150819,CHC,DET,1
20150820,CHC,ATL,1
20150821,CHC,ATL,1
20150822,CHC,ATL,1
20150823,CHC,ATL,1
20150824,CHC,,
20150825,CHC,SF,0
20150826,CHC,SF,0
20150827,CHC,SF,0
20150828,CHC,LAD,0
20150829,CHC,LAD,0
20150830,CHC,LAD,0
20150831,CHC,CIN,1
20150901,CHC,CIN,1
20150902,CHC,CIN,1
20150903,CHC,,
20150904,CHC,ARI,1
20150905,CHC,ARI,1
20150906,CHC,ARI,1
20150907,CHC,STL,0
20150908,CHC,STL,0
20150909,CHC,STL,0
20150910,CHC,PHI,0
20150911,CHC,PHI,0
20150912,CHC,PHI,0
20150913,CHC,PHI,0
20150914,CHC,,
20150915,CHC,PIT,0
20150916,CHC,PIT,0
20150917,CHC,PIT,0
20150918,CHC,STL,1
20150919,CHC,STL,1
20150920,CHC,STL,1
20150921,CHC,MIL,1
20150922,CHC,MIL,1
20150923,CHC,MIL,1
20150924,CHC,,
20150925,CHC,PIT,1
20150926,CHC,PIT,1
20150927,CHC,PIT,1
20150928,CHC,,
20150929,CHC,CIN,0
20150930,CHC,CIN,0
20151001,CHC,CIN,0
20151002,CHC,MIL,0
20151003,CHC,MIL,0
20151004,CHC,MIL,0
20150405,CIN,,
20150406,CIN,PIT,1
20150407,CIN,,
20150408,CIN,PIT,1
20150409,CIN,PIT,1
20150410,CIN,STL,1
20150411,CIN,STL,1
20150412,CIN,STL,1
20150413,CIN,CHC,0
20150414,CIN,CHC,0
20150415,CIN,CHC,0
20150416,CIN,,
20150417,CIN,STL,0
20150418,CIN,STL,0
20150419,CIN,STL,0
20150420,CIN,MIL,0
20150421,CIN,MIL,0
20150422,CIN,MIL,0
20150423,CIN,MIL,0
20150424,CIN,CHC,1
20150425,CIN,CHC,1
20150426,CIN,CHC,1
20150427,CIN,MIL,1
20150428,CIN,MIL,1
20150429,CIN,MIL,1
20150430,CIN,ATL,0
20150501,CIN,ATL,0
20150502,CIN,ATL,0
20150503,CIN,ATL,0
20150504,CIN,,
20150505,CIN,PIT,0
20150506,CIN,PIT,0
20150507,CIN,PIT,0
20150508,CIN,CWS,0
20150509,CIN,CWS,0
20150510,CIN,CWS,0
20150511,CIN,ATL,1
20150512,CIN,ATL,1
20150513,CIN,ATL,1
20150514,CIN,SF,1
20150515,CIN,SF,1
20150516,CIN,SF,1
20150517,CIN,SF,1
20150518,CIN,,
20150519,CIN,KC,0
20150520,CIN,KC,0
20150521,CIN,,
20150522,CIN,CLE,0
20150523,CIN,CLE,0
20150524,CIN,CLE,0
20150525,CIN,COL,1
20150526,CIN,COL,1
20150527,CIN,COL,1
20150528,CIN,,
20150529,CIN,WSH,1
20150530,CIN,WSH,1
20150531,CIN,WSH,1
20150601,CIN,,
20150602,CIN,PHI,0
20150603,CIN,PHI,0
20150604,CIN,PHI,0
20150605,CIN,SD,1
20150606,CIN,SD,1
20150607,CIN,SD,1
20150608,CIN,PHI,1
20150609,CIN,PHI,1
20150610,CIN,PHI,1
20150611,CIN,CHC,0
20150612,CIN,CHC,0
20150613,CIN,CHC,0
20150614,CIN,CHC,0
20150615,CIN,DET,0
20150616,CIN,DET,0
20150617,CIN,DET,1
20150618,CIN,DET,1
20150619,CIN,MIA,1
20150620,CIN,MIA,1
20150621,CIN,MIA,1
20150622,CIN,,
20150623,CIN,PIT,0
20150624,CIN,PIT,0
20150625,CIN,PIT,0
20150626,CIN,NYM,0
20150627,CIN,NYM,0
20150628,CIN,NYM,0
20150629,CIN,MIN,1
20150630,CIN,MIN,1
20150701,CIN,MIN,1
20150702,CIN,,
20150703,CIN,MIL,1
20150704,CIN,MIL,1
20150705,CIN,MIL,1
20150706,CIN,WSH,0
20150707,CIN,WSH,0
20150708,CIN,WSH,0
20150709,CIN,MIA,0
20150710,CIN,MIA,0
20150711,CIN,MIA,0
20150712,CIN,MIA,0
20150713,CIN,,
20150714,CIN,,
20150715,CIN,,
20150716,CIN,,
20150717,CIN,CLE,1
20150718,CIN,CLE,1
20150719,CIN,CLE,1
20150720,CIN,CHC,1
20150721,CIN,CHC,1
20150722,CIN,CHC,1
20150723,CIN,,
20150724,CIN,COL,0
20150725,CIN,COL,0
20150726,CIN,COL,0
20150727,CIN,STL,0
20150728,CIN,STL,0
20150729,CIN,STL,0
20150730,CIN,PIT,1
20150731,CIN,PIT,1
20150801,CIN,PIT,1
20150802,CIN,PIT,1
20150803,CIN,,
20150804,CIN,STL,1
20150805,CIN,STL,1
20150806,CIN,STL,1
20150807,CIN,ARI,0
20150808,CIN,ARI,0
20150809,CIN,ARI,0
20150810,CIN,SD,0
20150811,CIN,SD,0
20150812,CIN,SD,0
20150813,CIN,LAD,0
20150814,CIN,LAD,0
20150815,CIN,LAD,0
20150816,CIN,LAD,0
20150817,CIN,,
20150818,CIN,KC,1
20150819,CIN,KC,1
20150820,CIN,ARI,1
20150821,CIN,ARI,1
20150822,CIN,ARI,1
20150823,CIN,ARI,1
20150824,CIN,,
20150825,CIN,LAD,1
20150826,CIN,LAD,1
20150827,CIN,LAD,1
20150828,CIN,MIL,0
20150829,CIN,MIL,0
20150830,CIN,MIL,0
20150831,CIN,CHC,0
20150901,CIN,CHC,0
20150902,CIN,CHC,0
20150903,CIN,,
20150904,CIN,MIL,1
20150905,CIN,MIL,1
20150906,CIN,MIL,1
20150907,CIN,PIT,1
20150908,CIN,PIT,1
20150909,CIN,PIT,1
20150910,CIN,STL,1
20150911,CIN,STL,1
20150912,CIN,STL,1
20150913,CIN,STL,1
20150914,CIN,SF,0
20150915,CIN,SF,0
20150916,CIN,SF,0
20150917,CIN,,
20150918,CIN,MIL,0
20150919,CIN,MIL,0
20150920,CIN,MIL,0
20150921,CIN,STL,0
20150922,CIN,STL,0
20150923,CIN,STL,0
20150924,CIN,NYM,1
20150925,CIN,NYM,1
20150926,CIN,NYM,1
20150927,CIN,NYM,1
20150928,CIN,,
20150929,CIN,CHC,1
20150930,CIN,CHC,1
20151001,CIN,CHC,1
20151002,CIN,PIT,0
20151003,CIN,PIT,0
20151004,CIN,PIT,0
20150405,COL,,
20150406,COL,MIL,0
20150407,COL,MIL,0
20150408,COL,MIL,0
20150409,COL,,
20150410,COL,CHC,1
20150411,COL,CHC,1
20150412,COL,CHC,1
20150413,COL,SF,0
20150414,COL,SF,0
20150415,COL,SF,0
20150416,COL,,
20150417,COL,LAD,0
20150418,COL,LAD,0
20150419,COL,LAD,0
20150420,COL,SD,1
20150421,COL,SD,1
20150422,COL,SD,1
20150423,COL,SD,1
20150424,COL,SF,1
20150425,COL,SF,1
20150426,COL,SF,1
20150427,COL,ARI,0
20150428,COL,ARI,0
20150429,COL,ARI,0
20150430,COL,,
20150501,COL,SD,0
20150502,COL,SD,0
20150503,COL,SD,0
20150504,COL,ARI,1
20150505,COL,ARI,1
20150506,COL,ARI,1
20150507,COL,,
20150508,COL,LAD,1
20150509,COL,LAD,1
20150510,COL,LAD,1
20150511,COL,,
20150512,COL,LAA,0
20150513,COL,LAA,0
20150514,COL,LAD,0
20150515,COL,LAD,0
20150516,COL,LAD,0
20150517,COL,LAD,0
20150518,COL,PHI,1
20150519,COL,PHI,1
20150520,COL,PHI,1
20150521,COL,PHI,1
20150522,COL,SF,1
20150523,COL,SF,1
20150524,COL,SF,1
20150525,COL,CIN,0
20150526,COL,CIN,0
20150527,COL,CIN,0
20150528,COL,,
20150529,COL,PHI,0
20150530,COL,PHI,0
20150531,COL,PHI,0
20150601,COL,LAD,1
20150602,COL,LAD,1
20150603,COL,LAD,1
20150604,COL,,
20150605,COL,MIA,1
20150606,COL,MIA,1
20150607,COL,MIA,1
20150608,COL,STL,1
20150609,COL,STL,1
20150610,COL,STL,1
20150611,COL,MIA,0
20150612,COL,MIA,0
20150613,COL,MIA,0
20150614,COL,MIA,0
20150615,COL,HOU,0
20150616,COL,HOU,0
20150617,COL,HOU,1
20150618,COL,HOU,1
20150619,COL,MIL,1
20150620,COL,MIL,1
20150621,COL,MIL,1
20150622,COL,,
20150623,COL,ARI,1
20150624,COL,ARI,1
20150625,COL,ARI,1
20150626,COL,SF,0
20150627,COL,SF,0
20150628,COL,SF,0
20150629,COL,OAK,0
20150630,COL,OAK,0
20150701,COL,OAK,0
20150702,COL,ARI,0
20150703,COL,ARI,0
20150704,COL,ARI,0
20150705,COL,ARI,0
20150706,COL,,
20150707,COL,LAA,1
20150708,COL,LAA,1
20150709,COL,ATL,1
20150710,COL,ATL,1
20150711,COL,ATL,1
20150712,COL,ATL,1
20150713,COL,,
20150714,COL,,
20150715,COL,,
20150716,COL,,
20150717,COL,SD,0
20150718,COL,SD,0
20150719,COL,SD,0
20150720,COL,TEX,1
20150721,COL,TEX,1
20150722,COL,TEX,1
20150723,COL,,
20150724,COL,CIN,1
20150725,COL,CIN,1
20150726,COL,CIN,1
20150727,COL,CHC,0
20150728,COL,CHC,0
20150729,COL,CHC,0
20150730,COL,STL,0
20150731,COL,STL,0
20150801,COL,STL,0
20150802,COL,STL,0
20150803,COL,SEA,1
20150804,COL,SEA,1
20150805,COL,SEA,1
20150806,COL,,
20150807,COL,WSH,0
20150808,COL,WSH,0
20150809,COL,WSH,0
20150810,COL,NYM,0
20150811,COL,NYM,0
20150812,COL,NYM,0
20150813,COL,NYM,0
20150814,COL,SD,1
20150815,COL,SD,1
20150816,COL,SD,1
20150817,COL,,
20150818,COL,WSH,1
20150819,COL,WSH,1
20150820,COL,WSH,1
20150821,COL,NYM,1
20150822,COL,NYM,1
20150823,COL,NYM,1
20150824,COL,ATL,0
20150825,COL,ATL,0
20150826,COL,ATL,0
20150827,COL,,
20150828,COL,PIT,0
20150829,COL,PIT,0
20150830,COL,PIT,0
20150831,COL,ARI,1
20150901,COL,ARI,1
20150902,COL,ARI,1
20150903,COL,SF,1
20150904,COL,SF,1
20150905,COL,SF,1
20150906,COL,SF,1
20150907,COL,SD,0
20150908,COL,SD,0
20150909,COL,SD,0
20150910,COL,,
20150911,COL,SEA,0
20150912,COL,SEA,0
20150913,COL,SEA,0
20150914,COL,LAD,0
20150915,COL,LAD,0
20150916,COL,LAD,0
20150917,COL,,
20150918,COL,SD,1
20150919,COL,SD,1
20150920,COL,SD,1
20150921,COL,PIT,1
20150922,COL,PIT,1
20150923,COL,PIT,1
20150924,COL,PIT,1
20150925,COL,LAD,1
20150926,COL,LAD,1
20150927,COL,LAD,1
20150928,COL,,
20150929,COL,ARI,0
20150930,COL,ARI,0
20151001,COL,ARI,0
20151002,COL,SF,0
20151003,COL,SF,0
20151004,COL,SF,0
20150405,MIA,,
20150406,MIA,ATL,1
20150407,MIA,ATL,1
20150408,MIA,ATL,1
20150409,MIA,,
20150410,MIA,TB,1
20150411,MIA,TB,1
20150412,MIA,TB,1
20150413,MIA,ATL,0
20150414,MIA,ATL,0
20150415,MIA,ATL,0
20150416,MIA,NYM,0
20150417,MIA,NYM,0
20150418,MIA,NYM,0
20150419,MIA,NYM,0
20150420,MIA,,
20150421,MIA,PHI,0
20150422,MIA,PHI,0
20150423,MIA,PHI,0
20150424,MIA,WSH,1
20150425,MIA,WSH,1
20150426,MIA,WSH,1
20150427,MIA,NYM,1
20150428,MIA,NYM,1
20150429,MIA,NYM,1
20150430,MIA,,
20150501,MIA,PHI,1
20150502,MIA,PHI,1
20150503,MIA,PHI,1
20150504,MIA,WSH,0
20150505,MIA,WSH,0
20150506,MIA,WSH,0
20150507,MIA,SF,0
20150508,MIA,SF,0
20150509,MIA,SF,0
20150510,MIA,SF,0
20150511,MIA,LAD,0
20150512,MIA,LAD,0
20150513,MIA,LAD,0
20150514,MIA,,
20150515,MIA,ATL,1
20150516,MIA,ATL,1
20150517,MIA,ATL,1
20150518,MIA,ARI,1
20150519,MIA,ARI,1
20150520,MIA,ARI,1
20150521,MIA,ARI,1
20150522,MIA,BAL,1
20150523,MIA,BAL,1
20150524,MIA,BAL,1
20150525,MIA,PIT,0
20150526,MIA,PIT,0
20150527,MIA,PIT,0
20150528,MIA,,
20150529,MIA,NYM,0
20150530,MIA,NYM,0
20150531,MIA,NYM,0
20150601,MIA,CHC,1
20150602,MIA,CHC,1
20150603,MIA,CHC,1
20150604,MIA,,
20150605,MIA,COL,0
20150606,MIA,COL,0
20150607,MIA,COL,0
20150608,MIA,TOR,0
20150609,MIA,TOR,0
20150610,MIA,TOR,0
20150611,MIA,COL,1
20150612,MIA,COL,1
20150613,MIA,COL,1
20150614,MIA,COL,1
20150615,MIA,NYY,1
20150616,MIA,NYY,1
20150617,MIA,NYY,0
20150618,MIA,NYY,0
20150619,MIA,CIN,0
20150620,MIA,CIN,0
20150621,MIA,CIN,0
20150622,MIA,,
20150623,MIA,STL,1
20150624,MIA,STL,1
20150625,MIA,STL,1
20150626,MIA,LAD,1
20150627,MIA,LAD,1
20150628,MIA,LAD,1
20150629,MIA,,
20150630,MIA,SF,1
20150701,MIA,SF,1
20150702,MIA,SF,1
20150703,MIA,CHC,0
20150704,MIA,CHC,0
20150705,MIA,CHC,0
20150706,MIA,,
20150707,MIA,BOS,0
20150708,MIA,BOS,0
20150709,MIA,CIN,1
20150710,MIA,CIN,1
20150711,MIA,CIN,1
20150712,MIA,CIN,1
20150713,MIA,,
20150714,MIA,,
20150715,MIA,,
20150716,MIA,,
20150717,MIA,PHI,0
20150718,MIA,PHI,0
20150719,MIA,PHI,0
20150720,MIA,ARI,0
20150721,MIA,ARI,0
20150722,MIA,ARI,0
20150723,MIA,SD,0
20150724,MIA,SD,0
20150725,MIA,SD,0
20150726,MIA,SD,0
20150727,MIA,,
20150728,MIA,WSH,1
20150729,MIA,WSH,1
20150730,MIA,WSH,1
20150731,MIA,SD,1
20150801,MIA,SD,1
20150802,MIA,SD,1
20150803,MIA,NYM,1
20150804,MIA,NYM,1
20150805,MIA,NYM,1
20150806,MIA,ATL,0
20150807,MIA,ATL,0
20150808,MIA,ATL,0
20150809,MIA,ATL,0
20150810,MIA,,
20150811,MIA,BOS,1
20150812,MIA,BOS,1
20150813,MIA,,
20150814,MIA,STL,0
20150815,MIA,STL,0
20150816,MIA,STL,0
20150817,MIA,MIL,0
20150818,MIA,MIL,0
20150819,MIA,MIL,0
20150820,MIA,PHI,1
20150821,MIA,PHI,1
20150822,MIA,PHI,1
20150823,MIA,PHI,1
20150824,MIA,PIT,1
20150825,MIA,PIT,1
20150826,MIA,PIT,1
20150827,MIA,PIT,1
20150828,MIA,WSH,0
20150829,MIA,WSH,0
20150830,MIA,WSH,0
20150831,MIA,ATL,0
20150901,MIA,ATL,0
20150902,MIA,ATL,0
20150903,MIA,,
20150904,MIA,NYM,1
20150905,MIA,NYM,1
20150906,MIA,NYM,1
20150907,MIA,MIL,1
20150908,MIA,MIL,1
20150909,MIA,MIL,1
20150910,MIA,,
20150911,MIA,WSH,1
20150912,MIA,WSH,1
20150913,MIA,WSH,1
20150914,MIA,NYM,0
20150915,MIA,NYM,0
20150916,MIA,NYM,0
20150917,MIA,WSH,0
20150918,MIA,WSH,0
20150919,MIA,WSH,0
20150920,MIA,WSH,0
20150921,MIA,,
20150922,MIA,PHI,1
20150923,MIA,PHI,1
20150924,MIA,PHI,1
20150925,MIA,ATL,1
20150926,MIA,ATL,1
20150927,MIA,ATL,1
20150928,MIA,,
20150929,MIA,TB,0
20150930,MIA,TB,0
20151001,MIA,TB,0
20151002,MIA,PHI,0
20151003,MIA,PHI,0
20151004,MIA,PHI,0
20150405,LAD,,
20150406,LAD,SD,1
20150407,LAD,SD,1
20150408,LAD,SD,1
20150409,LAD,,
20150410,LAD,ARI,0
20150411,LAD,ARI,0
20150412,LAD,ARI,0
20150413,LAD,SEA,1
20150414,LAD,SEA,1
20150415,LAD,SEA,1
20150416,LAD,,
20150417,LAD,COL,1
20150418,LAD,COL,1
20150419,LAD,COL,1
20150420,LAD,,
20150421,LAD,SF,0
20150422,LAD,SF,0
20150423,LAD,SF,0
20150424,LAD,SD,0
20150425,LAD,SD,0
20150426,LAD,SD,0
20150427,LAD,SF,1
20150428,LAD,SF,1
20150429,LAD,SF,1
20150430,LAD,,
20150501,LAD,ARI,1
20150502,LAD,ARI,1
20150503,LAD,ARI,1
20150504,LAD,MIL,0
20150505,LAD,MIL,0
20150506,LAD,MIL,0
20150507,LAD,MIL,0
20150508,LAD,COL,0
20150509,LAD,COL,0
20150510,LAD,COL,0
20150511,LAD,MIA,1
20150512,LAD,MIA,1
20150513,LAD,MIA,1
20150514,LAD,COL,1
20150515,LAD,COL,1
20150516,LAD,COL,1
20150517,LAD,COL,1
20150518,LAD,,
20150519,LAD,SF,0
20150520,LAD,SF,0
20150521,LAD,SF,0
20150522,LAD,SD,1
20150523,LAD,SD,1
20150524,LAD,SD,1
20150525,LAD,ATL,1
